MeasureID,PlotID,Plot,Family,GenusSpecies,Genus,SpeciesName,SubSpeciesName,SpeciesID,Mnemonic,QuadratID,QuadratName,qx,qy,gx,gy,TreeID,Tag,StemID,StemTag,PrimaryStem,CensusID,PlotCensusNumber,DBH,HOM,ExactDate,ListOfTSM,Status
223660,1,bci,Anacardiaceae,Spondias radlkoferi,Spondias,radlkoferi,NULL,966,sponra,1243,4917,3.8,15.1,983.8,355.1,305608,449484,1,NA,main,171,7,129,1.3,2010-09-16,NULL,alive
223661,1,bci,Burseraceae,Protium costaricense,Protium,costaricense,NULL,825,protco,1243,4917,6.9,9.8,986.9,349.8,305611,449487,2,NA,main,171,7,NA,NA,2010-09-16,"D,T",dead
223662,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1243,4917,8.8,9.3,988.8,349.3,305612,449488,1,NA,main,171,7,32,1.3,2010-09-16,NULL,alive
223663,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1243,4917,8.5,7.3,988.5,347.3,305613,449489,1,NA,main,171,7,20,1.3,2010-09-16,NULL,alive
223664,1,bci,Melastomataceae,Miconia argentea,Miconia,argentea,NULL,630,micoar,1243,4917,7.7,7.3,987.7,347.3,305614,449490,1,NA,main,171,7,NA,NA,2010-09-16,"D,N",dead
223665,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1243,4917,11.9,12.1,991.9,352.1,305619,449495,4,NULL,main,171,7,47,1.3,2010-09-16,NULL,alive
223666,1,bci,Fabaceae-papilionoideae,Lonchocarpus heptaphyllus,Lonchocarpus,heptaphyllus,NULL,1134,loncla,1243,4917,11.3,14.7,991.3,354.7,305620,449496,4,NULL,main,171,7,39,1.3,2010-09-16,NULL,alive
223667,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1243,4917,13.7,12.1,993.7,352.1,305622,449498,1,NA,main,171,7,18,1.3,2010-09-16,NULL,alive
223668,1,bci,Sapotaceae,Chrysophyllum argenteum,Chrysophyllum,argenteum,NULL,1118,chr2ar,1243,4917,13.7,17.8,993.7,357.8,305623,449499,1,NA,main,171,7,15,1.3,2010-09-16,NULL,alive
223669,1,bci,Sapindaceae,Cupania seemannii,Cupania,seemannii,NULL,1120,cupasy,1243,4917,14.2,17,994.2,357,305624,449500,1,NA,main,171,7,29,1.3,2010-09-16,L,alive
223670,1,bci,Melastomataceae,Miconia argentea,Miconia,argentea,NULL,630,micoar,1243,4917,13.3,16,993.3,356,305626,449502,1,NA,main,171,7,NA,NA,2010-09-16,"D,N",dead
223671,1,bci,Violaceae,Rinorea sylvatica,Rinorea,sylvatica,NULL,895,rinosy,1243,4917,16.2,14.2,996.2,354.2,305628,449504,1,NA,main,171,7,20,1.3,2010-09-16,NULL,alive
223672,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1243,4917,15.5,2.6,995.5,342.6,305629,449505,1,NA,main,171,7,29,1.3,2010-09-16,NULL,alive
223673,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1244,4918,3.9,4.3,983.9,364.3,305630,449506,1,NA,main,171,7,19,1.3,2010-09-19,NULL,alive
223674,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1244,4918,8,17.4,988,377.4,305631,449507,1,NA,main,171,7,21,1.3,2010-09-19,NULL,alive
223675,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,6.2,10.9,986.2,370.9,305633,449509,1,NA,main,171,7,22,1.3,2010-09-19,NULL,alive
223676,1,bci,Lauraceae,Nectandra purpurea,Nectandra,purpurea,NULL,690,nectpu,1244,4918,5.2,7.5,985.2,367.5,305634,449510,2,NA,main,171,7,NA,NA,2010-09-19,OR,alive
223677,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1244,4918,6.2,4,986.2,364,305635,449511,1,NA,main,171,7,NA,NA,2010-09-19,"D,N",dead
223678,1,bci,Lauraceae,Nectandra purpurea,Nectandra,purpurea,NULL,690,nectpu,1244,4918,12,4,992,364,305636,449512,2,NA,main,171,7,NA,NA,2010-09-19,"D,N",dead
223679,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1244,4918,14.2,5.6,994.2,365.6,305639,449515,1,NA,main,171,7,19,1.3,2010-09-19,NULL,alive
223680,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,13.5,18.7,993.5,378.7,305640,449516,8,1,main,171,7,18,1.3,2010-09-19,NULL,alive
223681,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,13.5,18.7,993.5,378.7,305640,449516,9,2,secondary,171,7,15,1.3,2010-09-19,NULL,alive
223682,1,bci,Rubiaceae,Randia armata,Randia,armata,NULL,879,randar,1244,4918,18.2,18,998.2,378,305642,449518,2,NA,main,171,7,26,1.3,2010-09-19,NULL,alive
223683,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,18.4,18,998.4,378,305643,449519,2,NA,main,171,7,13,1.3,2010-09-19,NULL,alive
223684,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1244,4918,19.9,18.6,999.9,378.6,305645,449521,2,NA,main,171,7,NA,NA,2010-09-19,OR,alive
223685,1,bci,Sapindaceae,Talisia croatii,Talisia,croatii,NULL,1445,talipr,1244,4918,18.9,10.6,998.9,370.6,305646,449522,2,NULL,main,171,7,NA,NA,2010-09-19,R,alive
223686,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1244,4918,18.7,4.9,998.7,364.9,305647,449523,1,NA,main,171,7,15,1.3,2010-09-19,NULL,alive
223687,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1244,4918,18.6,2.1,998.6,362.1,305648,449524,1,NA,main,171,7,42,1.3,2010-09-19,NULL,alive
223688,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,18.1,1.4,998.1,361.4,305649,449525,4,NULL,main,171,7,42,1.3,2010-09-19,NULL,alive
223689,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1245,4919,2,8.3,982,388.3,305651,449527,1,NA,main,171,7,26,1.3,2010-09-20,NULL,alive
223690,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1245,4919,3.9,14.8,983.9,394.8,305652,449528,7,NULL,main,171,7,11,1.3,2010-09-20,R,alive
223691,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,0.5,16.2,980.5,396.2,305653,449529,2,1,main,171,7,50,1.3,2010-09-20,M,alive
223692,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,0.5,16.2,980.5,396.2,305653,449529,3,2,secondary,171,7,29,1.3,2010-09-20,NULL,alive
223693,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,0.5,16.2,980.5,396.2,305653,449529,4,3,secondary,171,7,11,1.3,2010-09-20,NULL,alive
223694,1,bci,Sapotaceae,Chrysophyllum argenteum,Chrysophyllum,argenteum,NULL,1118,chr2ar,1245,4919,2.9,18.5,982.9,398.5,305654,449530,2,NULL,main,171,7,NA,NA,2010-09-20,R,alive
223695,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1245,4919,4.4,18.9,984.4,398.9,305655,449531,1,NA,main,171,7,18,1.3,2010-09-20,NULL,alive
223696,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1245,4919,3.5,18.5,983.5,398.5,305656,449532,1,NA,main,171,7,15,1.3,2010-09-20,L,alive
223697,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1245,4919,5.4,15.6,985.4,395.6,305657,449533,1,NA,main,171,7,33,1.3,2010-09-20,NULL,alive
223698,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1245,4919,8.8,16.4,988.8,396.4,305658,449534,5,NULL,main,171,7,NA,NA,2010-09-20,R,alive
223699,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1245,4919,8.9,15.5,988.9,395.5,305659,449535,1,NA,main,171,7,NA,NA,2010-09-20,"D,N",dead
223700,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1245,4919,5.4,13.9,985.4,393.9,305660,449536,6,1,main,171,7,26,1.3,2010-09-20,NULL,alive
223701,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1245,4919,5.4,13.9,985.4,393.9,305660,449536,7,2,secondary,171,7,20,1.3,2010-09-20,NULL,alive
223702,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1245,4919,8.5,10.2,988.5,390.2,305662,449538,1,NA,main,171,7,27,1.3,2010-09-20,NULL,alive
223703,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,7.3,10,987.3,390,305663,449539,1,NA,main,171,7,28,1.3,2010-09-20,NULL,alive
223704,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,7.1,6,987.1,386,305665,449541,5,NULL,main,171,7,NA,NA,2010-09-20,"D,T",dead
223705,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,9.8,0.2,989.8,380.2,305666,449542,6,NULL,main,171,7,15,1.3,2010-09-20,L,alive
223706,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,11.2,1,991.2,381,305667,449543,1,NA,main,171,7,28,1.3,2010-09-20,NULL,alive
223707,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,10.3,3.9,990.3,383.9,305668,449544,1,NA,main,171,7,NA,NA,2010-09-20,"D,N",dead
223708,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,10.2,5.3,990.2,385.3,305669,449545,3,1,main,171,7,18,1.3,2010-09-20,M,alive
223709,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,10.2,5.3,990.2,385.3,305669,449545,4,2,secondary,171,7,16,1.3,2010-09-20,NULL,alive
223710,1,bci,Sapotaceae,Pouteria reticulata,Pouteria,reticulata,NULL,1155,poutre,1245,4919,10.1,6.3,990.1,386.3,305670,449546,2,NA,main,171,7,NA,NA,2010-09-20,OR,alive
223711,1,bci,Fabaceae-mimosoideae,Inga nobilis,Inga,nobilis,NULL,1131,ingaqu,1245,4919,13.4,5.7,993.4,385.7,305671,449547,1,NA,main,171,7,NA,NA,2010-09-20,"D,T",dead
223712,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1246,4920,16.3,0,996.3,400,305672,449548,2,NA,main,171,7,NA,NA,2010-09-22,"D,N",dead
223713,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1245,4919,19.3,18.9,999.3,398.9,305673,449549,1,NA,main,171,7,NA,NA,2010-09-20,"D,N",dead
223714,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1245,4919,19.5,10.2,999.5,390.2,305675,449551,1,NA,main,171,7,50,1.3,2010-09-20,NULL,alive
223715,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1245,4919,17.6,9,997.6,389,305676,449552,1,NA,main,171,7,12,1.3,2010-09-20,NULL,alive
223716,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1245,4919,19.8,9.1,999.8,389.1,305677,449553,1,NA,main,171,7,19,1.3,2010-09-20,NULL,alive
223717,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1245,4919,19.2,9.1,999.2,389.1,305678,449554,1,NA,main,171,7,11,1.3,2010-09-20,L,alive
223718,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,18.3,5.6,998.3,385.6,305679,449555,1,NA,main,171,7,25,1.3,2010-09-20,NULL,alive
223719,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,17.6,0.8,997.6,380.8,305680,449556,2,NA,main,171,7,NA,NA,2010-09-20,"D,N",dead
223720,1,bci,Erythropalaceae,Heisteria concinna,Heisteria,concinna,NULL,469,heisco,1246,4920,0.9,1.3,980.9,401.3,305681,449557,2,NA,main,171,7,20,1.3,2010-09-22,NULL,alive
223721,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1246,4920,0.9,3,980.9,403,305682,449558,1,NA,main,171,7,19,1.3,2010-09-22,L,alive
223722,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1246,4920,4.7,4.8,984.7,404.8,305683,449559,1,NA,main,171,7,32,1.3,2010-09-22,NULL,alive
223723,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1246,4920,1.3,3.9,981.3,403.9,305684,449560,1,NA,main,171,7,19,1.3,2010-09-22,NULL,alive
223724,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1246,4920,4.7,1.7,984.7,401.7,305685,449561,1,NA,main,171,7,17,1.3,2010-09-22,NULL,alive
223725,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,4.9,1.5,984.9,401.5,305686,449562,1,NA,main,171,7,23,1.3,2010-09-22,NULL,alive
223726,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,3.7,0.1,983.7,400.1,305687,449563,1,NA,main,171,7,32,1.3,2010-09-22,NULL,alive
223727,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,3.1,0.1,983.1,400.1,305688,449564,1,NA,main,171,7,24,1.3,2010-09-22,NULL,alive
223728,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.grandiflora,980,swars1,1246,4920,0.1,8.7,980.1,408.7,305689,449565,1,NA,main,171,7,21,1.3,2010-09-22,NULL,alive
223729,1,bci,Lauraceae,Ocotea whitei,Ocotea,whitei,NULL,1144,ocotwh,1246,4920,1.1,16,981.1,416,305690,449566,1,NA,main,171,7,50,1.3,2010-09-22,NULL,alive
223730,1,bci,Clusiaceae,Symphonia globulifera,Symphonia,globulifera,NULL,982,sympgl,1246,4920,1.6,18.1,981.6,418.1,305691,449567,1,NA,main,171,7,30,1.3,2010-09-22,NULL,alive
223731,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1246,4920,7.1,12.5,987.1,412.5,305692,449568,2,NA,main,171,7,NA,NA,2010-09-22,OR,alive
223732,1,bci,Malvaceae,Theobroma cacao,Theobroma,cacao,NULL,1012,theoca,1246,4920,7.9,13.2,987.9,413.2,305693,449569,3,NULL,main,171,7,28,1.3,2010-09-22,NULL,alive
223733,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1246,4920,6.2,7.6,986.2,407.6,305695,449571,2,NA,main,171,7,NA,NA,2010-09-22,OR,alive
223734,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,7,7.1,987,407.1,305696,449572,1,NA,main,171,7,49,1.3,2010-09-22,NULL,alive
223735,1,bci,Clusiaceae,Garcinia madruno,Garcinia,madruno,NULL,1126,gar2ma,1246,4920,6.7,9.8,986.7,409.8,305697,449573,1,NA,main,171,7,39,1.3,2010-09-22,NULL,alive
223736,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,7.9,8.4,987.9,408.4,305698,449574,1,NA,main,171,7,32,1.3,2010-09-22,NULL,alive
223737,1,bci,Myrtaceae,Eugenia coloradoensis,Eugenia,coloradoensis,NULL,358,eugeco,1246,4920,10.1,13,990.1,413,305699,449575,2,NA,main,171,7,NA,NA,2010-09-22,"D,N",dead
223738,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1246,4920,13,18.8,993,418.8,305700,449576,2,NA,main,171,7,NA,NA,2010-09-22,OR,alive
223739,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1246,4920,16.5,6.6,996.5,406.6,305701,449577,2,NA,main,171,7,12,1.3,2010-09-22,L,alive
223740,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1247,4921,12.6,13,992.6,433,305702,449578,2,1,main,171,7,24,1.3,2010-09-21,M,alive
223741,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1247,4921,12.6,13,992.6,433,305702,449578,3,2,secondary,171,7,11,1.3,2010-09-21,NULL,alive
223742,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1247,4921,13.9,12.6,993.9,432.6,305703,449579,2,NA,main,171,7,NA,NA,2010-09-21,"D,C",dead
223743,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1247,4921,18.6,17.4,998.6,437.4,305704,449580,2,1,main,171,7,39,1.3,2010-09-21,M,alive
223744,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1247,4921,18.6,17.4,998.6,437.4,305704,449580,3,2,secondary,171,7,10,1.3,2010-09-21,NULL,alive
223745,1,bci,Clusiaceae,Chrysochlamys eclipes,Chrysochlamys,eclipes,NULL,198,chr1ec,1247,4921,17.2,13.7,997.2,433.7,305705,449581,2,NULL,main,171,7,NA,NA,2010-09-21,R,alive
223746,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1247,4921,16.3,7.6,996.3,427.6,305706,449582,1,NA,main,171,7,27,1.3,2010-09-21,NULL,alive
223747,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1247,4921,15.2,0.8,995.2,420.8,305707,449583,1,NA,main,171,7,21,1.3,2010-09-21,NULL,alive
223748,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1248,4922,2.7,8.5,982.7,448.5,305708,449584,2,NA,main,171,7,15,1.3,2010-09-23,NULL,alive
223749,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1248,4922,4.8,8.4,984.8,448.4,305709,449585,1,NA,main,171,7,50,1.3,2010-09-23,NULL,alive
223750,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,5.3,16,985.3,456,305710,449586,1,NA,main,171,7,38,1.3,2010-09-23,NULL,alive
223751,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1248,4922,9.5,13.3,989.5,453.3,305712,449588,2,NA,main,171,7,NA,NA,2010-09-23,OR,alive
223752,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1248,4922,16.3,12.3,996.3,452.3,305714,449590,1,NA,main,171,7,NA,NA,2010-09-23,"D,T",dead
223753,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,16.7,12.8,996.7,452.8,305715,449591,1,NA,main,171,7,NA,NA,2010-09-23,"D,T",dead
223754,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1248,4922,15.9,14.6,995.9,454.6,305716,449592,4,NULL,main,171,7,NA,NA,2010-09-23,"D,N",dead
223755,1,bci,Salicaceae,Casearia aculeata,Casearia,aculeata,NULL,158,caseac,1249,4923,3.9,3.6,983.9,463.6,305717,449593,2,NA,main,171,7,14,1.3,2010-09-23,NULL,alive
223756,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,0.7,17.8,980.7,477.8,305718,449594,1,NA,main,171,7,20,1.3,2010-09-23,L,alive
223757,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,8.8,14.6,988.8,474.6,305720,449596,1,NA,main,171,7,35,1.3,2010-09-23,L,alive
223758,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,6.5,4.4,986.5,464.4,305721,449597,1,NA,main,171,7,14,1.3,2010-09-23,NULL,alive
223759,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1249,4923,14.9,13.8,994.9,473.8,305722,449598,1,NA,main,171,7,28,1.3,2010-09-23,NULL,alive
223760,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1249,4923,15.4,12.1,995.4,472.1,305723,449599,1,NA,main,171,7,22,1.3,2010-09-23,NULL,alive
223761,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,15.6,13,995.6,473,305724,449600,1,NA,main,171,7,32,1.3,2010-09-23,NULL,alive
223762,1,bci,Arecaceae,Socratea exorrhiza,Socratea,exorrhiza,NULL,1163,socrex,1249,4923,16.3,8.8,996.3,468.8,305726,449602,1,NA,main,171,7,NA,NA,2010-09-23,"D,N",dead
223763,1,bci,Simaroubaceae,Simarouba amara,Simarouba,amara,NULL,935,simaam,1249,4923,16.9,7.9,996.9,467.9,305727,449603,1,NA,main,171,7,NA,NA,2010-09-23,"D,N",dead
223764,1,bci,Myrtaceae,Eugenia coloradoensis,Eugenia,coloradoensis,NULL,358,eugeco,1249,4923,17.9,8.2,997.9,468.2,305728,449604,1,NA,main,171,7,19,1.3,2010-09-23,NULL,alive
223765,1,bci,Lauraceae,Ocotea whitei,Ocotea,whitei,NULL,1144,ocotwh,1249,4923,18.5,7.2,998.5,467.2,305729,449605,1,NA,main,171,7,41,1.3,2010-09-23,NULL,alive
223766,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,3.4,19.3,983.4,499.3,305732,449609,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
223767,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1250,4924,6,17,986,497,305733,449610,1,NA,main,171,7,25,1.3,2010-09-24,NULL,alive
223768,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,5.3,11.9,985.3,491.9,305734,449611,1,NA,main,171,7,18,1.3,2010-09-24,NULL,alive
223769,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,5.3,10.9,985.3,490.9,305735,449612,1,NA,main,171,7,22,1.3,2010-09-24,NULL,alive
223770,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,13.1,4.8,993.1,484.8,305738,449615,7,NULL,main,171,7,28,1.3,2010-09-24,NULL,alive
223771,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1250,4924,13.4,7.5,993.4,487.5,305739,449616,1,NA,main,171,7,16,1.3,2010-09-24,NULL,alive
223772,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1249,4923,14.4,5.6,994.4,465.6,305741,449968,1,NA,main,171,7,18,1.3,2010-09-23,NULL,alive
223773,1,bci,Fabaceae-papilionoideae,Andira inermis,Andira,inermis,NULL,46,andiin,1248,4922,19.9,11.8,999.9,451.8,305742,449969,2,NA,main,171,7,28,1.3,2010-09-23,L,alive
223774,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,1.7,6.2,981.7,386.2,305744,449971,2,NA,main,171,7,NA,NA,2010-09-20,"D,C",dead
223775,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1244,4918,11.6,12.4,991.6,372.4,305745,449972,1,NA,main,171,7,15,1.3,2010-09-19,NULL,alive
223776,1,bci,Rubiaceae,Alibertia edulis,Alibertia,edulis,NULL,27,alibed,1241,4915,16.6,5.9,996.6,305.9,305747,449974,1,NA,main,171,7,NA,NA,2010-09-14,"D,S",dead
242949,1,bci,Ochnaceae,Ouratea lucens,Ouratea,lucens,NULL,729,ouralu,1241,4915,0.6,3.6,980.6,303.6,325496,549198,1,NA,main,171,7,13,1.3,2010-09-14,NULL,alive
242950,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1241,4915,0.7,6.8,980.7,306.8,325497,549199,1,NA,main,171,7,14,1.3,2010-09-14,NULL,alive
242951,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,4.1,15,984.1,315,325498,549200,1,NA,main,171,7,19,1.3,2010-09-14,NULL,alive
242952,1,bci,Moraceae,Sorocea affinis,Sorocea,affinis,NULL,958,soroaf,1241,4915,9.7,6.4,989.7,306.4,325499,549201,1,NA,main,171,7,NA,NA,2010-09-14,"D,S",dead
242953,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,7.2,4.7,987.2,304.7,325500,549202,1,NA,main,171,7,13,1.3,2010-09-14,NULL,alive
242954,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,13.9,1.2,993.9,301.2,325501,549203,1,NA,main,171,7,25,1.3,2010-09-14,NULL,alive
242955,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,14.8,7.8,994.8,307.8,325502,549204,1,NA,main,171,7,16,1.3,2010-09-14,NULL,alive
242956,1,bci,Salicaceae,Laetia thamnia,Laetia,thamnia,NULL,553,laetth,1241,4915,13.6,10.1,993.6,310.1,325503,549205,1,NA,main,171,7,41,1.3,2010-09-14,NULL,alive
242957,1,bci,Melastomataceae,Mouriri myrtilloides,Mouriri,myrtilloides,NULL,671,mourmy,1241,4915,12.1,17.3,992.1,317.3,325504,549206,1,NA,main,171,7,NA,NA,2010-09-14,"D,N",dead
242958,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,14.4,19.8,994.4,319.8,325505,549207,1,NA,main,171,7,22,1.3,2010-09-14,NULL,alive
242959,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1241,4915,15.6,15.6,995.6,315.6,325506,549208,1,NA,main,171,7,21,1.3,2010-09-14,NULL,alive
242960,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1241,4915,16.3,11.6,996.3,311.6,325507,549209,1,NA,main,171,7,14,1.3,2010-09-14,NULL,alive
